topology,lambda,tau_eq_global,tau_eq_probe,tau_dephase_global,tau_dephase_probe,tail_mean_global,tail_std_global,threshold_global,tail_mean_probe,tail_std_probe,threshold_probe,final_global_lambda,final_probe_gap,max_abs_probe_gap,dim_nominal,dim_hotspot
cycle,0.35,,,1.7266187050359711,26.33093525179856,0.1779649610182394,0.06000010644121375,0.01292489876092129,-6.641512736596918e-17,3.8989646244766103e-16,8e-17,0.32444280759901334,-4.440892098500626e-16,7.771561172376096e-16,4096,4096
cycle,0.49,,,6.906474820143885,31.07913669064748,0.32738810017163844,0.10894717513641053,0.023615318711552483,2.7160813281008296e-16,6.905649184375434e-16,1.1593900442871277e-16,0.315543529669511,1.3322676295501878e-15,1.7208456881689926e-15,4096,4096
cycle,0.65,,,5.179856115107913,3.4532374100719423,0.4032986715331779,0.08081585140945484,0.027717152163489085,1.8041124150158794e-16,3.6298914788324836e-16,9.880984919163893e-17,0.4432214597157754,-3.3306690738754696e-16,1.1102230246251565e-15,4096,4096
path,0.8,,,5.179856115107913,5.611510791366906,0.3461331429183934,0.07414516797237046,0.023803579451396894,0.25806812630832326,0.05995361606508611,0.01719764037387371,0.24181781896844282,0.24184220260283967,0.37249405388943885,1024,1024
path,1.03,,,3.4532374100719423,4.316546762589928,0.4116284743188826,0.07882908150741962,0.026425247380251943,0.30221108855573636,0.054889408638228485,0.018475557678643437,0.3451399372962281,0.25525858474517454,0.44494571071469424,1024,1024
path,1.2,,,13.381294964028775,13.381294964028775,0.5397425602107055,0.06465952342322998,0.034301779868436,0.399562304957353,0.04434071652111364,0.024271688149316042,0.6214112977964523,0.4861591622778432,0.5160150249488815,1024,1024
star,1.1,,,2.5899280575539567,2.5899280575539567,0.4653965645270524,0.09916891347541373,0.02773803374165216,-0.620528752702737,0.13222521796721837,0.036984044988869584,0.25049114861067057,-0.33398819814756053,0.8541401649028182,1024,1024
star,1.3,,,5.179856115107913,5.179856115107913,0.5627091728214556,0.16662396182915193,0.03196113754771332,-0.7502788970952743,0.22216528243887032,0.042614850063617774,0.8197052819408361,-1.092940375921117,1.1560702652164405,1024,1024
star,1.5,,,8.201438848920862,8.201438848920862,0.6251195390707681,0.09797853539400118,0.03304502832761096,-0.8334927187610245,0.1306380471920013,0.044060037770147976,0.7353620542493402,-0.9804827389991205,1.2553508400549331,1024,1024
